ID,Brand,Model,Year,Color,Mileage,Price,Condition
3471,Kia,Generic Model 3,1997,Silver,167294,63908,Used
3472,Ford,Explorer,2011,Black,94814,47912,New
3473,Volvo,Generic Model 1,1992,White,57787,39844,New
3474,Volvo,Generic Model 2,2018,Blue,169342,12588,Used
3475,Land Rover,Generic Model 3,2008,Blue,81421,64658,New
3476,Mercedes-Benz,Generic Model 2,1994,Green,104727,62764,New
3477,Toyota,Prius,1997,Silver,177952,70806,Used
3478,Volkswagen,Generic Model 1,1999,White,112308,35695,Used
3479,Subaru,Generic Model 2,1996,Green,98851,28520,Used
3480,Mazda,Generic Model 3,1999,Green,106167,18916,Used
3481,Ford,Edge,1996,White,116826,17740,Used
3482,Volkswagen,Generic Model 1,1996,Silver,47585,26948,Used
3483,Honda,Odyssey,2006,Red,131694,21360,New
3484,Nissan,Generic Model 2,1996,White,170204,76509,Used
3485,Land Rover,Generic Model 3,2001,Black,134142,24641,New
3486,Audi,Generic Model 3,2015,Blue,142895,29681,Used
3487,BMW,Generic Model 1,1997,Red,147757,77095,Used
3488,Porsche,Generic Model 2,1990,Green,192030,64323,Used
3489,Volkswagen,Generic Model 3,2001,Silver,157422,28752,Used
3490,Honda,Civic,1999,Green,107536,18947,Used
3491,Jaguar,Generic Model 3,2011,Silver,15724,57388,Used
3492,Chevrolet,Generic Model 2,1999,Black,180368,62135,New
3493,Nissan,Generic Model 2,1994,Black,90670,45152,New
3494,Honda,Pilot,2001,White,93590,13443,Used
3495,Chevrolet,Generic Model 1,2001,Silver,26710,49098,New
3496,Ford,Explorer,2007,Blue,22482,43103,Used
3497,Volkswagen,Generic Model 3,2001,Silver,123400,75376,Used
3498,Porsche,Generic Model 3,2000,Black,195018,53391,Used
3499,Nissan,Generic Model 3,2001,Red,56883,7235,New
3500,Land Rover,Generic Model 3,2008,Silver,189915,9983,New
3501,Ford,Escape,2007,White,165695,22175,Used
3502,Ford,Explorer,2007,Black,155502,29111,Used
3503,Jaguar,Generic Model 3,1991,Green,147071,15322,Used
3504,Audi,Generic Model 1,1994,Silver,187490,10315,New
3505,Volkswagen,Generic Model 2,2010,Silver,97497,26743,New
3506,Jaguar,Generic Model 1,2021,Green,26344,72898,New
3507,Chevrolet,Generic Model 3,2022,Black,122086,27927,Used
3508,BMW,Generic Model 3,1990,Red,106010,13255,New
3509,Honda,Accord,2022,Blue,104300,69758,Used
3510,Tesla,Generic Model 3,1998,Red,157762,37354,Used
3511,Kia,Generic Model 2,2004,Blue,174652,36054,Used
3512,Chevrolet,Generic Model 2,2014,Black,134237,56325,New
3513,Kia,Generic Model 3,1997,Blue,160316,22104,Used
3514,Hyundai,Generic Model 2,2005,Black,97234,70610,Used
3515,Jeep,Generic Model 1,2014,Blue,166642,38967,Used
3516,Mercedes-Benz,Generic Model 3,2021,Green,146657,48187,New
3517,Toyota,Tacoma,2021,Red,159418,73065,Used
3518,Hyundai,Generic Model 3,2021,White,163317,55872,New
3519,Land Rover,Generic Model 1,1997,Green,193401,21268,New
3520,Land Rover,Generic Model 3,2007,White,26,31122,Used
3521,Mercedes-Benz,Generic Model 2,1992,White,52402,51008,Used
3522,Volkswagen,Generic Model 3,2011,Green,144018,56563,Used
3523,Toyota,RAV4,1991,Silver,150171,33374,New
3524,Kia,Generic Model 3,1993,Green,4504,32909,Used
3525,Kia,Generic Model 1,2005,Black,6810,58040,Used
3526,Volkswagen,Generic Model 2,2019,Red,39307,19001,Used
3527,Nissan,Generic Model 1,2004,Green,129277,47739,New
3528,Subaru,Generic Model 2,1994,Black,128399,21556,New
3529,Ford,F-150,2005,Silver,170230,38940,Used
3530,Mazda,Generic Model 1,2015,White,118955,11511,New
3531,Mercedes-Benz,Generic Model 2,2003,Black,52540,7940,New
3532,Porsche,Generic Model 2,2004,Blue,4414,75074,New
3533,Land Rover,Generic Model 1,2013,White,122322,55855,New
3534,Hyundai,Generic Model 2,2002,Green,152880,12665,New
3535,Land Rover,Generic Model 2,2019,Silver,78079,17858,Used
3536,Volvo,Generic Model 1,1999,Silver,58763,31915,New
3537,Audi,Generic Model 2,2006,Red,59850,71885,New
3538,Porsche,Generic Model 3,2003,White,146146,33067,Used
3539,Land Rover,Generic Model 2,1998,White,89141,71255,Used
3540,Land Rover,Generic Model 2,2019,Red,186026,56237,New
3541,Subaru,Generic Model 1,2008,Blue,147422,5497,New
3542,Toyota,Highlander,2016,Silver,80203,73887,Used
3543,Mercedes-Benz,Generic Model 3,2012,Black,103489,20665,New
3544,Honda,Fit,1998,Green,17296,13628,Used
3545,Porsche,Generic Model 2,2005,White,69762,6601,New
3546,Lexus,Generic Model 1,2004,Black,109511,43178,Used
3547,Honda,Fit,2009,Silver,34852,57055,New
3548,Jeep,Generic Model 2,2002,Green,180590,18606,New
3549,Nissan,Generic Model 2,2012,White,160476,30850,Used
3550,Chevrolet,Generic Model 2,2005,Green,66106,52070,Used
3551,Lexus,Generic Model 2,2016,Black,30790,9581,New
3552,Nissan,Generic Model 3,1995,Black,94983,6045,Used
3553,Honda,Accord,1998,Green,19484,44265,Used
3554,Hyundai,Generic Model 2,2017,Blue,178782,73862,Used
3555,Toyota,Camry,2019,Red,159906,25889,Used
3556,Mercedes-Benz,Generic Model 1,2002,Green,108801,11036,Used
3557,Toyota,Prius,1994,Red,24082,70070,Used
3558,Ford,Focus,2003,Green,170977,62429,New
3559,Porsche,Generic Model 2,1999,Blue,183015,15082,Used
3560,Lexus,Generic Model 3,1994,Red,79939,74875,Used
3561,Jaguar,Generic Model 1,2011,Red,128511,24652,Used
3562,Mazda,Generic Model 2,2006,Silver,151644,38152,Used
3563,Audi,Generic Model 2,1994,Black,17485,42078,New
3564,Chevrolet,Generic Model 2,2018,Black,51976,71341,New
3565,Jeep,Generic Model 3,1999,Black,94412,22505,New
3566,Lexus,Generic Model 2,2018,White,144058,73327,Used
3567,Jeep,Generic Model 1,2004,Red,96599,63845,New
3568,Hyundai,Generic Model 2,1998,Black,86927,16141,New
3569,Mercedes-Benz,Generic Model 1,1994,Blue,110526,46608,New
3570,Porsche,Generic Model 1,1992,White,46754,10155,New
3571,Ford,Focus,2000,Blue,56006,49122,Used
3572,Tesla,Generic Model 3,2022,Silver,49683,71347,New
3573,Mazda,Generic Model 1,2017,Blue,40538,23984,New
3574,Ford,Edge,1994,White,68253,74310,Used
3575,Jeep,Generic Model 3,2019,Silver,143155,53779,New
3576,Audi,Generic Model 2,1993,Black,30308,55115,Used
3577,Porsche,Generic Model 3,2017,Green,47749,39757,Used
3578,Jaguar,Generic Model 1,1996,White,44254,20654,Used
3579,Jeep,Generic Model 3,2011,Blue,63518,49887,Used
3580,Mercedes-Benz,Generic Model 1,2020,Silver,98095,15975,Used
3581,Porsche,Generic Model 3,1997,Silver,169947,15829,New
3582,Land Rover,Generic Model 1,2019,Silver,43003,32914,New
3583,Tesla,Generic Model 1,2002,Green,156921,53957,New
3584,Subaru,Generic Model 1,1995,Red,68139,41225,New
3585,Tesla,Generic Model 1,1998,White,144816,20948,New
3586,Toyota,Corolla,1995,Green,173565,73086,New
3587,Nissan,Generic Model 3,1995,Green,49644,71673,New
3588,Porsche,Generic Model 2,1991,Silver,113017,30065,Used
3589,Jaguar,Generic Model 1,2020,Silver,175077,78441,Used
3590,Volvo,Generic Model 2,2011,Silver,103782,22719,Used
3591,Audi,Generic Model 2,1994,Green,162306,42602,New
3592,Jeep,Generic Model 2,1995,Blue,157559,11264,New
3593,Kia,Generic Model 2,2013,Green,197266,70721,New
3594,Volkswagen,Generic Model 2,1995,White,141957,56529,New
3595,Jeep,Generic Model 2,2012,White,59106,6015,New
3596,Nissan,Generic Model 1,2014,Red,81140,70807,Used
3597,Porsche,Generic Model 2,1991,Blue,171773,54080,Used
3598,Subaru,Generic Model 1,1999,Silver,69098,43380,Used
3599,Volkswagen,Generic Model 2,2002,Black,143732,41619,Used
3600,Volkswagen,Generic Model 2,2001,Silver,173409,14463,Used
3601,Mazda,Generic Model 2,2022,White,41920,19877,New
3602,Porsche,Generic Model 2,2016,Blue,115583,34147,New
3603,Lexus,Generic Model 3,2001,Blue,37840,62097,New
3604,Kia,Generic Model 3,2021,Blue,68247,47485,Used
3605,Honda,Fit,2015,Silver,163968,50804,New
3606,Subaru,Generic Model 3,2001,Black,122696,15713,Used
3607,Volkswagen,Generic Model 1,1997,Red,99350,52576,Used
3608,Lexus,Generic Model 2,2016,Red,110727,8680,New
3609,Mercedes-Benz,Generic Model 2,2007,Green,117049,67603,Used
3610,Jeep,Generic Model 3,2018,White,65225,24757,New
3611,Hyundai,Generic Model 2,1995,Green,128811,72716,New
3612,Kia,Generic Model 2,2004,Silver,18190,47204,New
3613,Mercedes-Benz,Generic Model 1,2006,Red,13826,7386,New
3614,Jaguar,Generic Model 1,2005,Green,163426,67910,New
3615,Ford,Focus,1999,White,156789,56926,Used
3616,Land Rover,Generic Model 3,2000,Silver,147212,60968,New
3617,Mercedes-Benz,Generic Model 2,2011,Red,55084,76815,New
3618,Mazda,Generic Model 2,2019,Blue,137284,16944,Used
3619,Ford,F-150,2017,Blue,85523,35140,Used
3620,Land Rover,Generic Model 2,2001,Blue,104217,74746,Used
3621,Jeep,Generic Model 2,2021,Black,113614,32168,New
3622,Honda,Civic,1997,Blue,34201,63221,New
3623,Hyundai,Generic Model 3,1991,Red,34693,29792,New
3624,Volvo,Generic Model 3,2005,Black,79889,44253,Used
3625,Land Rover,Generic Model 2,1994,Red,85000,36144,Used
3626,Nissan,Generic Model 1,2010,Silver,150542,26899,New
3627,Land Rover,Generic Model 1,2001,Silver,183535,11822,Used
3628,Jeep,Generic Model 3,2016,Silver,148698,48233,Used
3629,Ford,Focus,1991,Green,45337,69468,New
3630,Kia,Generic Model 1,2009,Silver,167196,61804,Used
3631,Land Rover,Generic Model 2,2005,Green,141270,18548,Used
3632,Tesla,Generic Model 3,2017,Red,138066,65796,New
3633,Audi,Generic Model 2,2000,Green,54790,39608,New
3634,Hyundai,Generic Model 1,1996,Red,134202,42856,Used
3635,Nissan,Generic Model 1,1997,Red,108985,51102,New
3636,Kia,Generic Model 2,2003,Black,159331,43024,New
3637,BMW,Generic Model 3,2008,Black,102587,45077,Used
3638,Chevrolet,Generic Model 1,1997,White,188500,36944,New
3639,BMW,Generic Model 1,2010,Green,181842,9203,New
3640,BMW,Generic Model 3,2014,Black,123260,18326,Used
3641,Ford,Escape,1992,White,136958,49443,Used
3642,Jeep,Generic Model 3,2003,Blue,126700,7595,Used
3643,Jaguar,Generic Model 1,2003,Silver,115051,19003,New
3644,Volvo,Generic Model 3,2006,Black,151710,35606,Used
3645,Audi,Generic Model 1,2012,Red,119420,44410,Used
3646,Toyota,Tacoma,2011,Green,160965,27427,Used
3647,Lexus,Generic Model 1,1993,Green,11037,12810,Used
3648,BMW,Generic Model 3,2000,Black,98716,9571,Used
3649,Porsche,Generic Model 3,2012,Silver,112191,55733,Used
3650,Jeep,Generic Model 2,1998,Black,17850,28681,New
3651,Chevrolet,Generic Model 1,1998,Silver,147738,72092,Used
3652,Land Rover,Generic Model 3,1993,Black,57252,36338,New
3653,Nissan,Generic Model 2,1992,Silver,24426,67058,Used
3654,Toyota,Prius,1991,Blue,54874,17437,New
3655,Subaru,Generic Model 3,1992,Silver,15376,75942,New
3656,Volvo,Generic Model 2,2019,Green,161758,16122,New
3657,Honda,Fit,2018,Blue,74056,47943,Used
3658,BMW,Generic Model 1,2014,Red,159892,67780,Used
3659,Toyota,Highlander,2020,White,97863,73959,Used
3660,Jeep,Generic Model 1,1997,Black,76689,59915,New
3661,Toyota,Tacoma,2022,Red,149960,76610,New
3662,Mazda,Generic Model 1,1995,Green,33146,32874,Used
3663,Ford,Focus,2018,White,51448,15603,New
3664,Ford,Focus,2018,Blue,61999,46651,New
3665,Ford,Focus,1991,Green,70660,54969,New
3666,Mazda,Generic Model 1,2009,Black,105073,25619,Used
3667,Audi,Generic Model 3,2000,Black,109458,43110,New
3668,Honda,Odyssey,2001,Silver,83315,27712,New
3669,Volvo,Generic Model 3,2018,Silver,57587,72253,New
3670,BMW,Generic Model 3,2003,Red,157688,45955,New
3671,Honda,Accord,2009,White,96786,30851,Used
3672,Chevrolet,Generic Model 2,2005,Blue,195659,22166,Used
3673,Kia,Generic Model 2,2011,Green,154456,64200,Used
3674,BMW,Generic Model 1,2004,Green,46890,18217,Used
3675,Ford,Mustang,2000,Red,45298,28509,Used
3676,Mazda,Generic Model 3,2007,Black,122809,66155,Used
3677,Lexus,Generic Model 2,2008,White,116087,43171,Used
3678,Nissan,Generic Model 1,2022,Black,168917,33071,New
3679,Kia,Generic Model 3,2003,Black,139370,60188,Used
3680,Jaguar,Generic Model 1,2012,Green,116971,77657,New
3681,Volvo,Generic Model 1,1996,Black,79679,10056,Used
3682,Tesla,Generic Model 3,1993,Red,165996,68844,New
3683,Lexus,Generic Model 3,1997,Black,167177,51305,Used
3684,Subaru,Generic Model 2,1995,White,148471,55218,Used
3685,Mercedes-Benz,Generic Model 3,1997,Black,95287,16732,Used
3686,Volvo,Generic Model 2,2002,Green,67821,21882,Used
3687,Chevrolet,Generic Model 2,2012,Red,126866,75647,Used
3688,Hyundai,Generic Model 2,2000,White,139214,30758,New
3689,Mercedes-Benz,Generic Model 3,2000,Silver,120908,32689,Used
3690,Hyundai,Generic Model 1,2005,Silver,103891,64390,Used
3691,Kia,Generic Model 2,1993,Black,37478,28669,New
3692,Ford,Edge,2004,Blue,129922,14452,New
3693,Volkswagen,Generic Model 1,2014,Blue,115388,15964,New
3694,Volkswagen,Generic Model 2,1991,Silver,180175,34308,Used
3695,Subaru,Generic Model 1,1996,White,114816,14159,Used
3696,BMW,Generic Model 2,1995,Green,21867,77165,New
3697,Honda,Odyssey,2013,White,197638,57288,New
3698,Nissan,Generic Model 3,2022,Green,127033,24115,New
3699,Chevrolet,Generic Model 3,2009,White,113929,54041,New
3700,Lexus,Generic Model 1,1990,Black,133550,54114,Used
3701,Nissan,Generic Model 1,2000,Blue,104337,43864,New
3702,Kia,Generic Model 2,2006,Red,30603,30534,Used
3703,Kia,Generic Model 1,2008,White,131004,12585,Used
3704,Volkswagen,Generic Model 2,1991,Green,36681,46808,New
3705,Mazda,Generic Model 1,1991,Silver,17300,51582,Used
3706,Jeep,Generic Model 3,2014,Black,100383,63875,New
3707,BMW,Generic Model 3,2011,Red,96298,24392,Used
3708,Hyundai,Generic Model 1,2010,Green,63583,77376,New
3709,Ford,Edge,1999,Silver,36302,30539,New
3710,Volvo,Generic Model 3,2002,Green,19264,19741,Used
3711,Honda,CR-V,2013,White,133162,14984,Used
3712,Porsche,Generic Model 2,1995,Silver,73372,79116,New
3713,Audi,Generic Model 2,1991,Silver,9176,59168,Used
3714,Mazda,Generic Model 2,2008,Red,29308,59841,New
3715,Volvo,Generic Model 1,1992,Red,72739,63129,Used
3716,Land Rover,Generic Model 1,2022,Red,52009,52463,Used
3717,Jeep,Generic Model 1,2013,Black,111007,47601,Used
3718,Ford,Escape,2022,White,127157,40843,New
3719,BMW,Generic Model 2,2013,Silver,98201,15892,New
3720,Chevrolet,Generic Model 3,2012,Silver,172175,26975,New
3721,Volvo,Generic Model 3,2004,Blue,80873,37959,Used
3722,BMW,Generic Model 1,2004,White,35786,57778,Used
3723,Subaru,Generic Model 2,1992,Blue,64127,46214,Used
3724,Ford,Edge,2002,Red,96310,37104,New
3725,Tesla,Generic Model 3,2004,Green,95395,62828,New
3726,Lexus,Generic Model 1,1990,Green,148601,46201,Used
3727,Honda,Fit,2012,Silver,82779,60608,Used
3728,Ford,Mustang,2020,Blue,114557,34110,Used
3729,Lexus,Generic Model 3,2009,Blue,175139,21359,Used
3730,Tesla,Generic Model 2,2000,Green,108958,68169,Used
3731,Mazda,Generic Model 2,2008,Green,51186,45167,New
3732,Hyundai,Generic Model 2,2020,White,128408,58145,Used
3733,Lexus,Generic Model 2,2011,Green,162598,61216,New
3734,Mazda,Generic Model 2,1990,Silver,30598,51906,Used
3735,Nissan,Generic Model 2,1991,Blue,131562,35696,Used
3736,Mercedes-Benz,Generic Model 1,2011,Silver,47422,74110,New
3737,Audi,Generic Model 3,2015,Black,130724,65712,New
3738,Jaguar,Generic Model 3,2011,Blue,20389,59188,Used
3739,Tesla,Generic Model 2,2018,Black,130077,64101,New
3740,Toyota,Corolla,2012,White,110097,18564,Used
3741,Porsche,Generic Model 1,1991,White,116027,68399,Used
3742,Porsche,Generic Model 2,2008,Blue,197871,79932,Used
3743,Land Rover,Generic Model 3,2018,Red,155926,68526,Used
3744,Jeep,Generic Model 2,2020,Red,51396,38136,New
3745,Lexus,Generic Model 1,2003,Black,92964,42059,New
3746,Chevrolet,Generic Model 2,2016,White,126041,29616,New
3747,Jaguar,Generic Model 1,2011,Green,152390,58115,New
3748,Jaguar,Generic Model 3,2018,Green,57143,44501,New
3749,Volvo,Generic Model 2,2012,White,79547,47156,New
3750,Jaguar,Generic Model 3,1998,Red,24005,45728,New
3751,Tesla,Generic Model 2,2015,Black,74587,56056,Used
3752,Subaru,Generic Model 2,2000,Silver,40887,36942,Used
3753,Volkswagen,Generic Model 2,2010,Black,97271,35909,Used
3754,Volkswagen,Generic Model 3,2001,Black,56830,61866,New
3755,Land Rover,Generic Model 3,1991,Silver,126974,7539,Used
3756,Honda,Civic,2009,Blue,74826,36738,Used
3757,Nissan,Generic Model 1,2007,Green,180876,6653,New
3758,Lexus,Generic Model 3,2016,Red,121729,35397,New
3759,Jaguar,Generic Model 2,1996,Green,126600,41175,Used
3760,Tesla,Generic Model 3,1999,White,117532,57560,Used
3761,Toyota,Tacoma,1995,Green,72067,71074,Used
3762,BMW,Generic Model 3,1990,Silver,189866,27921,New
3763,Porsche,Generic Model 1,1992,White,29277,72024,Used
3764,Mazda,Generic Model 3,2015,White,6455,40671,Used
3765,Lexus,Generic Model 1,2016,White,27951,30681,Used
3766,BMW,Generic Model 3,2005,Blue,103492,27312,New
3767,Mercedes-Benz,Generic Model 1,2019,Black,8946,63890,Used
3768,Mercedes-Benz,Generic Model 1,1999,Blue,198636,76217,New
3769,Jaguar,Generic Model 3,2008,Black,187361,72731,Used
3770,Tesla,Generic Model 1,1993,Silver,98196,8607,Used
3771,Land Rover,Generic Model 2,1994,Silver,22750,23481,New
3772,Subaru,Generic Model 1,1997,Red,73708,33929,Used
3773,Audi,Generic Model 3,2021,Red,145432,70427,New
3774,Mercedes-Benz,Generic Model 1,1990,Black,37990,13213,Used
3775,Mazda,Generic Model 2,2018,Silver,183723,26159,Used
3776,BMW,Generic Model 1,2006,White,20149,13693,New
3777,Tesla,Generic Model 2,2000,Silver,81098,74757,New
3778,Audi,Generic Model 2,2019,Blue,182758,32040,New
3779,Nissan,Generic Model 3,1999,Silver,174038,8710,New
3780,Chevrolet,Generic Model 2,2004,Silver,92482,28928,New
3781,Lexus,Generic Model 2,2005,Green,15457,43517,Used
3782,Mazda,Generic Model 2,1994,Silver,32471,45302,Used
3783,Chevrolet,Generic Model 2,2013,Green,97791,26514,Used
3784,Ford,Explorer,2001,Silver,57104,26738,New
3785,Jaguar,Generic Model 3,2014,Red,60021,27737,Used
3786,Mazda,Generic Model 1,1996,Red,172180,39968,Used
3787,Tesla,Generic Model 3,1992,Green,29020,47180,Used
3788,BMW,Generic Model 2,2003,Green,196435,76178,New
3789,Lexus,Generic Model 2,1991,Silver,24028,74444,New
3790,Mercedes-Benz,Generic Model 3,2009,White,180797,9839,New
3791,Mercedes-Benz,Generic Model 3,2022,Silver,152781,26654,Used
3792,Mazda,Generic Model 1,1999,Red,52943,46728,New
3793,Toyota,Prius,2009,Blue,183288,77783,New
3794,Nissan,Generic Model 2,2005,Silver,179509,26986,New
3795,Chevrolet,Generic Model 1,1991,Red,37673,49380,New
3796,Volvo,Generic Model 1,1994,Green,26558,14548,New
3797,Lexus,Generic Model 3,2013,Blue,118785,67737,Used
3798,Subaru,Generic Model 1,2011,White,65526,30781,New
3799,Nissan,Generic Model 2,2021,White,32367,48238,New
3800,Nissan,Generic Model 3,2007,Black,135852,62834,New
3801,Porsche,Generic Model 1,2014,Silver,25133,51551,New
3802,Tesla,Generic Model 2,2005,Green,185720,50766,New
3803,Porsche,Generic Model 1,2014,Black,7492,50048,Used
3804,Jaguar,Generic Model 1,1995,Black,88300,78762,New
3805,Hyundai,Generic Model 1,2022,Silver,65592,67091,Used
3806,Lexus,Generic Model 2,2000,Black,114495,24217,Used
3807,Audi,Generic Model 1,2020,Silver,57103,47498,Used
3808,Kia,Generic Model 1,2018,Blue,32544,54605,New
3809,Volkswagen,Generic Model 2,2006,Blue,84096,52148,New
3810,Lexus,Generic Model 1,1998,Blue,173614,9292,New
3811,Subaru,Generic Model 2,2020,Silver,172037,61046,Used
3812,Kia,Generic Model 3,2010,White,12652,19251,New
3813,Volvo,Generic Model 1,1998,Blue,171636,37306,Used
3814,Kia,Generic Model 3,1993,Blue,11829,45695,Used
3815,Tesla,Generic Model 3,2013,Green,167511,33654,Used
3816,Porsche,Generic Model 2,2006,Red,72766,33919,Used
3817,Chevrolet,Generic Model 1,2007,Red,185836,14549,New
3818,Jaguar,Generic Model 2,1996,Black,67303,27815,New
3819,Porsche,Generic Model 3,2017,White,133301,11356,Used
3820,BMW,Generic Model 3,2021,Silver,116556,21036,Used
3821,Land Rover,Generic Model 3,2008,Black,24414,23403,New
3822,Subaru,Generic Model 2,1995,Black,21587,40429,Used
3823,Hyundai,Generic Model 1,1992,Black,117033,25478,Used
3824,Toyota,Camry,2002,Green,88729,62189,New
3825,Mercedes-Benz,Generic Model 1,2014,Red,134269,66850,Used
